"","Participant","Trial_Nr","Run_Nr","Trial_nr_run","Cue_Taste1_Size2","Top_image_index","Bottom_image_index","Choice","RT_choice","Size_top_image","Taste_top_image","Size_bottom_image","Taste_bottom_image","Size_diff","Taste_diff","Cued_diff","Category","mean_RT_size_pic1","mean_RT_taste_pic1","mean_RT_size_pic2","mean_RT_taste_pic2","Diff_category_oposite_to_cue","Category_opposite_to_cue","Stimulation","Session_type","Accuracy","Size1_TopPic","Size2_TopPic","Taste1_TopPic","Taste2_TopPic","Size1_BotPic","Size2_BotPic","Taste1_BotPic","Taste2_BotPic","Amplitude","Circumfence","Time_between_tasks","Name_top_image","Name_bottom_image","Choice01","Size_diff.ntile","Taste_diff.ntile","Size_diff.abs","Taste_diff.abs","corr"
"347",1,171,6,26,1,1,5,-1,1.362370717,0.101996528,0.296875,0.112847222,0.391059028,-0.010850694,-0.094184028,-0.094184028,3,2.417928911,2.797818826,1.685426136,3.523201254,-0.010850694,4,0,0,0,0.09375,0.110243056,0.442708333,0.151041667,0.108506944,0.1171875,0.270833333,0.511284722,1,57,32.8022,"pineapple","torino",0,4,3,-1.08961259853811,-0.472915699228266,1
"348",1,172,6,27,1,17,19,-1,1.328725244,0.421440972,0.373263889,0.318142361,0.559461806,0.103298611,-0.186197917,-0.186197917,1,3.16116035,2.059307595,2.588982228,2.695134356,0.103298611,7,0,0,0,0.399305556,0.443576389,0.324652778,0.421875,0.359375,0.276909722,0.590277778,0.528645833,1,57,32.8022,"caramel","cottagecheese",0,6,2,-0.370486157071134,0.0586095392575367,1
"349",1,173,6,28,1,29,1,-1,1.46101992,0.162760417,0.134548611,0.101996528,0.296875,0.060763889,-0.162326389,-0.162326389,1,3.194139797,2.99551133,2.417928911,2.797818826,0.060763889,6,0,0,0,0.175347222,0.150173611,0.122395833,0.146701389,0.09375,0.110243056,0.442708333,0.151041667,1,57,32.8022,"maoam","pineapple",0,6,2,-0.701351840833887,-0.079286160523401,1
"350",1,174,6,29,1,18,26,-1,1.16718317,0.523871528,0.641493056,0.367621528,0.696614583,0.15625,-0.055121528,-0.055121528,3,1.611139714,2.604006708,2.492345324,2.211645626,0.15625,8,0,0,0,0.543402778,0.504340278,0.598958333,0.684027778,0.603298611,0.131944444,0.753472222,0.639756944,1,57,32.8022,"haribo","magnum",0,7,4,0.0414078604252667,-0.698563205860136,1
"351",1,175,6,30,1,17,9,-1,1.386142281,0.421440972,0.373263889,0.303385417,0.299479167,0.118055556,0.073784722,0.073784722,6,3.16116035,2.059307595,4.129151853,1.606676501,0.118055556,7,0,0,0,0.399305556,0.443576389,0.324652778,0.421875,0.428819444,0.177951389,0.223958333,0.375,1,57,32.8022,"caramel","chocovo",0,6,6,-0.255696016966907,-0.590753844147832,0
"352",1,176,6,31,1,18,12,1,1.562886186,0.523871528,0.641493056,0.137152778,0.727430556,0.38671875,-0.0859375,-0.0859375,3,1.611139714,2.604006708,1.840297568,4.213354851,0.38671875,0,0,0,1,0.543402778,0.504340278,0.598958333,0.684027778,0.127604167,0.146701389,0.707465278,0.747395833,1,57,32.8022,"haribo","croissant",1,8,3,1.83415968691415,-0.520552396356456,0
"705",3,1,1,1,1,26,9,1,1.278828625,0.450954861,0.792534722,0.327690972,0.626736111,0.123263889,0.165798611,0.165798611,8,1.64832168,1.331610929,1.273233467,1.174296975,0.123263889,7,1,1,0,0.629340278,0.272569444,0.8046875,0.780381944,0.417534722,0.237847222,0.625868056,0.627604167,2,55.5,45.89566667,"zucchini","orange",1,7,7,-0.215181853989443,-0.0592286056620293,1
"706",3,2,1,2,1,31,24,-1,0.881990961,0.8203125,0.811631944,0.549045139,0.828559028,0.271267361,-0.016927083,-0.016927083,4,0.963788983,1.13323832,1.430967972,0.982180002,0.271267361,0,1,1,0,0.801215278,0.839409722,0.808159722,0.815104167,0.575520833,0.522569444,0.868923611,0.788194444,2,55.5,45.89566667,"muffins","twix",0,8,4,0.936095682573309,-0.919196326664952,1
"707",3,3,1,3,1,9,31,-1,0.875568782,0.327690972,0.626736111,0.8203125,0.811631944,-0.492621528,-0.184895833,-0.184895833,1,1.273233467,1.174296975,0.963788983,1.13323832,-0.492621528,0,1,1,0,0.417534722,0.237847222,0.625868056,0.627604167,0.801215278,0.839409722,0.808159722,0.815104167,2,55.5,45.89566667,"orange","muffins",0,1,2,2.65794772190696,0.0510879518520903,1
"708",3,4,1,4,1,13,6,-1,0.723846003,0.227864583,0.762152778,0.576822917,0.910590278,-0.348958333,-0.1484375,-0.1484375,2,0.84868995,1.107521727,1.331334165,1.589793036,-0.348958333,0,1,1,0,0.244791667,0.2109375,0.710069444,0.814236111,0.596354167,0.557291667,0.868055556,0.953125,2,55.5,45.89566667,"pear","mandm",0,1,2,1.54043198393606,-0.159516385745463,1
"709",3,5,1,5,1,4,26,1,0.930040115,0.174479167,0.754340278,0.450954861,0.792534722,-0.276475694,-0.038194444,-0.038194444,4,2.406572337,1.390782986,1.64832168,1.331610929,-0.276475694,0,1,1,0,0.118923611,0.230034722,0.743923611,0.764756944,0.629340278,0.272569444,0.8046875,0.780381944,2,55.5,45.89566667,"mikado","zucchini",1,1,4,0.976609845550773,-0.796343795918331,0
"714",3,10,1,10,1,3,13,1,1.171978329,0.427083333,0.931423611,0.227864583,0.762152778,0.19921875,0.169270833,0.169270833,8,1.114718732,1.073509605,0.84868995,1.107521727,0.19921875,8,1,1,0,0.538194444,0.315972222,0.918402778,0.944444444,0.244791667,0.2109375,0.710069444,0.814236111,2,55.5,45.89566667,"petitbeurre","pear",1,8,7,0.375649726380822,-0.0391710508006578,1
"715",3,11,1,11,1,14,18,-1,1.316435267,0.46875,0.810763889,0.352430556,0.817274306,0.116319444,-0.006510417,-0.006510417,4,2.306205376,1.056757838,1.131769023,1.447134069,0.116319444,7,1,1,0,0.460069444,0.477430556,0.8359375,0.785590278,0.349826389,0.355034722,0.780381944,0.854166667,2,55.5,45.89566667,"applered","rasberries",0,6,4,-0.269200745738115,-0.979368991249066,1
"716",3,12,1,12,1,24,32,1,0.989286981,0.549045139,0.828559028,0.610677083,0.642795139,-0.061631944,0.185763889,0.185763889,8,1.430967972,0.982180002,1.980099152,1.083210856,-0.061631944,3,1,1,0,0.575520833,0.522569444,0.868923611,0.788194444,0.546006944,0.675347222,0.627604167,0.657986111,2,55.5,45.89566667,"twix","yogurt",1,3,7,-0.694599484227003,0.0561023434557212,1
"717",3,13,1,13,1,17,11,-1,0.817507194,0.266927083,0.76953125,0.270399306,0.952256944,-0.003472222,-0.182725694,-0.182725694,1,1.723273275,0.973989007,1.155222295,1.655647396,-0.003472222,4,1,1,0,0.245659722,0.288194444,0.682291667,0.856770833,0.263888889,0.276909722,0.936631944,0.967881944,2,55.5,45.89566667,"raisins","chocolatechipcookie",0,4,2,-1.14700766470087,0.038551978619589,1
"718",3,14,1,14,1,11,18,1,0.706436601,0.270399306,0.952256944,0.352430556,0.817274306,-0.08203125,0.134982639,0.134982639,7,1.155222295,1.655647396,1.131769023,1.447134069,-0.08203125,3,1,1,0,0.263888889,0.276909722,0.936631944,0.967881944,0.349826389,0.355034722,0.780381944,0.854166667,2,55.5,45.89566667,"chocolatechipcookie","rasberries",1,3,7,-0.535918998952511,-0.23723941516571,1
"719",3,15,1,15,1,11,13,1,0.691191534,0.270399306,0.952256944,0.227864583,0.762152778,0.042534722,0.190104167,0.190104167,8,1.155222295,1.655647396,0.84868995,1.107521727,0.042534722,5,1,1,0,0.263888889,0.276909722,0.936631944,0.967881944,0.244791667,0.2109375,0.710069444,0.814236111,2,55.5,45.89566667,"chocolatechipcookie","pear",1,5,7,-0.84315142292309,0.0811742899207237,1
"720",3,16,1,16,1,22,14,1,1.429352471,0.169704861,0.888888889,0.46875,0.810763889,-0.299045139,0.078125,0.078125,6,1.271907531,0.848471355,2.306205376,1.056757838,-0.299045139,0,1,1,0,0.170138889,0.169270833,0.84375,0.934027778,0.460069444,0.477430556,0.8359375,0.785590278,2,55.5,45.89566667,"toblerone","applered",1,1,6,1.15217123401056,-0.56568189768283,1
"728",3,24,1,24,1,20,6,-1,0.916156398,0.229166667,0.789496528,0.576822917,0.910590278,-0.34765625,-0.12109375,-0.12109375,2,0.955945579,1.231388181,1.331334165,1.589793036,-0.34765625,0,1,1,0,0.254340278,0.203993056,0.868923611,0.710069444,0.596354167,0.557291667,0.868055556,0.953125,2,55.5,45.89566667,"snickers","mandm",0,1,3,1.53030344513638,-0.317469640387772,1
"729",3,25,1,25,1,11,10,1,0.835726978,0.270399306,0.952256944,0.246527778,0.809461806,0.023871528,0.142795139,0.142795139,7,1.155222295,1.655647396,1.739187781,0.882503814,0.023871528,5,1,1,0,0.263888889,0.276909722,0.936631944,0.967881944,0.264756944,0.228298611,0.835069444,0.783854167,2,55.5,45.89566667,"chocolatechipcookie","oreo",1,5,7,-0.988327179426375,-0.192109913839336,1
"730",3,26,1,26,1,18,26,1,0.767269243,0.352430556,0.817274306,0.450954861,0.792534722,-0.098524306,0.024739583,0.024739583,5,1.131769023,1.447134069,1.64832168,1.331610929,-0.098524306,3,1,1,0,0.349826389,0.355034722,0.780381944,0.854166667,0.629340278,0.272569444,0.8046875,0.780381944,2,55.5,45.89566667,"rasberries","zucchini",1,3,5,-0.407624137855796,-0.874066825338577,1
"731",3,27,1,27,1,23,16,-1,0.721551961,0.168836806,0.723524306,0.275173611,0.81640625,-0.106336806,-0.092881944,-0.092881944,3,1.621991826,1.007422143,2.487967018,1.355765924,-0.106336806,2,1,1,0,0.181423611,0.15625,0.657118056,0.789930556,0.280381944,0.269965278,0.750868056,0.881944444,2,55.5,45.89566667,"tomatoes","plum",0,3,3,-0.34685288950024,-0.480437286633712,1
"732",3,28,1,28,1,13,18,-1,0.620925302,0.227864583,0.762152778,0.352430556,0.817274306,-0.124565972,-0.055121528,-0.055121528,3,0.84868995,1.107521727,1.131769023,1.447134069,-0.124565972,2,1,1,0,0.244791667,0.2109375,0.710069444,0.814236111,0.349826389,0.355034722,0.780381944,0.854166667,2,55.5,45.89566667,"pear","rasberries",0,2,4,-0.205053315189757,-0.698563205860136,1
"733",3,29,1,29,1,5,10,-1,0.978898513,0.377604167,0.830295139,0.246527778,0.809461806,0.131076389,0.020833333,0.020833333,5,0.956000477,0.983286775,1.739187781,0.882503814,0.131076389,7,1,1,0,0.309895833,0.4453125,0.870659722,0.789930556,0.264756944,0.228298611,0.835069444,0.783854167,2,55.5,45.89566667,"rizaulait","oreo",0,7,5,-0.154410605633888,-0.896631576001765,0
"734",3,30,1,30,1,20,13,1,1.424074042,0.229166667,0.789496528,0.227864583,0.762152778,0.001302083,0.02734375,0.02734375,5,0.955945579,1.231388181,0.84868995,1.107521727,0.001302083,5,1,1,0,0.254340278,0.203993056,0.868923611,0.710069444,0.244791667,0.2109375,0.710069444,0.814236111,2,55.5,45.89566667,"snickers","pear",1,5,5,-1.16388856788616,-0.859023656304261,1
"741",3,37,2,7,1,8,15,1,1.205898006,0.605902778,0.555555556,0.15234375,0.516493056,0.453559028,0.0390625,0.0390625,5,1.514504375,1.18126102,1.189855215,1.073523827,0.453559028,0,1,1,0,0.530381944,0.681423611,0.546006944,0.565104167,0.074652778,0.230034722,0.518229167,0.514756944,2,55.5,45.89566667,"lachgummi","pringles",1,8,5,2.35409148012918,-0.7913294043147,1
"742",3,38,2,8,1,23,14,1,0.875580728,0.168836806,0.723524306,0.46875,0.810763889,-0.299913194,-0.087239583,-0.087239583,3,1.621991826,1.007422143,2.306205376,1.056757838,-0.299913194,0,1,1,0,0.181423611,0.15625,0.657118056,0.789930556,0.460069444,0.477430556,0.8359375,0.785590278,2,55.5,45.89566667,"tomatoes","applered",1,1,3,1.15892359061744,-0.513030814727585,0
"743",3,39,2,9,1,5,23,-1,0.956475498,0.377604167,0.830295139,0.168836806,0.723524306,0.208767361,0.106770833,0.106770833,7,0.956000477,0.983286775,1.621991826,1.007422143,0.208767361,0,1,1,0,0.309895833,0.4453125,0.870659722,0.789930556,0.181423611,0.15625,0.657118056,0.789930556,2,55.5,45.89566667,"rizaulait","tomatoes",0,8,6,0.449925695728866,-0.40020706141165,0
"744",3,40,2,10,1,22,13,1,0.650315491,0.169704861,0.888888889,0.227864583,0.762152778,-0.058159722,0.126736111,0.126736111,7,1.271907531,0.848471355,0.84868995,1.107521727,-0.058159722,3,1,1,0,0.170138889,0.169270833,0.84375,0.934027778,0.244791667,0.2109375,0.710069444,0.814236111,2,55.5,45.89566667,"toblerone","pear",1,4,6,-0.721608926211979,-0.284876112293899,1
"745",3,41,2,11,1,24,18,-1,0.739688687,0.549045139,0.828559028,0.352430556,0.817274306,0.196614583,0.011284722,0.011284722,5,1.430967972,0.982180002,1.131769023,1.447134069,0.196614583,8,1,1,0,0.575520833,0.522569444,0.868923611,0.788194444,0.349826389,0.355034722,0.780381944,0.854166667,2,55.5,45.89566667,"twix","rasberries",0,8,5,0.35539264100273,-0.951789854758824,0
"753",3,49,2,19,1,22,20,1,0.993278585,0.169704861,0.888888889,0.229166667,0.789496528,-0.059461806,0.099392361,0.099392361,6,1.271907531,0.848471355,0.955945579,1.231388181,-0.059461806,3,1,1,0,0.170138889,0.169270833,0.84375,0.934027778,0.254340278,0.203993056,0.868923611,0.710069444,2,55.5,45.89566667,"toblerone","snickers",1,4,6,-0.711480379633573,-0.442829366936209,1
"754",3,50,2,20,1,32,5,-1,0.717133691,0.610677083,0.642795139,0.377604167,0.830295139,0.233072917,-0.1875,-0.1875,1,1.980099152,1.083210856,0.956000477,0.983286775,0.233072917,0,1,1,0,0.546006944,0.675347222,0.627604167,0.657986111,0.309895833,0.4453125,0.870659722,0.789930556,2,55.5,45.89566667,"yogurt","rizaulait",0,8,2,0.638991805181136,0.066131120886407,1
"755",3,51,2,21,1,23,20,-1,0.692186519,0.168836806,0.723524306,0.229166667,0.789496528,-0.060329861,-0.065972222,-0.065972222,3,1.621991826,1.007422143,0.955945579,1.231388181,-0.060329861,3,1,1,0,0.181423611,0.15625,0.657118056,0.789930556,0.254340278,0.203993056,0.868923611,0.710069444,2,55.5,45.89566667,"tomatoes","snickers",0,4,3,-0.704728023026689,-0.635883345474206,1
"756",3,52,2,22,1,32,20,-1,0.875984923,0.610677083,0.642795139,0.229166667,0.789496528,0.381510417,-0.146701389,-0.146701389,2,1.980099152,1.083210856,0.955945579,1.231388181,0.381510417,0,1,1,0,0.546006944,0.675347222,0.627604167,0.657986111,0.254340278,0.203993056,0.868923611,0.710069444,2,55.5,45.89566667,"yogurt","snickers",0,8,2,1.79364552393669,-0.169545163176149,1
"757",3,53,2,23,1,30,2,1,0.879147089,0.108506944,0.476128472,0.117621528,0.515190972,-0.009114583,-0.0390625,-0.0390625,4,0.989968083,0.856431239,0.814175643,1.131151069,-0.009114583,4,1,1,0,0.0859375,0.131076389,0.457465278,0.494791667,0.102430556,0.1328125,0.533854167,0.496527778,2,55.5,45.89566667,"radish","salad",1,4,4,-1.1031173195306,-0.7913294043147,0
"758",3,54,2,24,1,23,10,-1,0.603169163,0.168836806,0.723524306,0.246527778,0.809461806,-0.077690972,-0.0859375,-0.0859375,3,1.621991826,1.007422143,1.739187781,0.882503814,-0.077690972,3,1,1,0,0.181423611,0.15625,0.657118056,0.789930556,0.264756944,0.228298611,0.835069444,0.783854167,2,55.5,45.89566667,"tomatoes","oreo",0,3,3,-0.56968080532309,-0.520552396356456,1
"764",3,60,3,1,1,24,22,1,0.888002119,0.549045139,0.828559028,0.169704861,0.888888889,0.379340278,-0.060329861,-0.060329861,3,1.430967972,0.982180002,1.271907531,0.848471355,0.379340278,0,1,1,0,0.575520833,0.522569444,0.868923611,0.788194444,0.170138889,0.169270833,0.84375,0.934027778,2,55.5,45.89566667,"twix","toblerone",1,8,4,1.7767646207514,-0.668476873568079,0
"765",3,61,3,2,1,10,3,-1,0.610599696,0.246527778,0.809461806,0.427083333,0.931423611,-0.180555556,-0.121961806,-0.121961806,2,1.739187781,0.882503814,1.114718732,1.073509605,-0.180555556,1,1,1,0,0.264756944,0.228298611,0.835069444,0.783854167,0.538194444,0.315972222,0.918402778,0.944444444,2,55.5,45.89566667,"oreo","petitbeurre",0,2,3,0.230473969877537,-0.312455248784141,1
"766",3,62,3,3,1,22,23,1,0.804831511,0.169704861,0.888888889,0.168836806,0.723524306,0.000868056,0.165364583,0.165364583,8,1.271907531,0.848471355,1.621991826,1.007422143,0.000868056,5,1,1,0,0.170138889,0.169270833,0.84375,0.934027778,0.181423611,0.15625,0.657118056,0.789930556,2,55.5,45.89566667,"toblerone","tomatoes",1,5,7,-1.16726474230024,-0.0617358014638448,1
"767",3,63,3,4,1,12,21,1,1.902283773,0.544704861,0.177951389,0.273871528,0.100260417,0.270833333,0.077690972,0.077690972,6,1.356229426,1.123159611,1.93868935,1.040152985,0.270833333,0,1,1,0,0.565104167,0.524305556,0.172743056,0.183159722,0.252604167,0.295138889,0.149305556,0.051215278,2,55.5,45.89566667,"pizza","strawberries",1,8,6,0.932719500380508,-0.568189093484645,1
"775",3,71,3,12,1,22,16,1,1.012495915,0.169704861,0.888888889,0.275173611,0.81640625,-0.10546875,0.072482639,0.072482639,6,1.271907531,0.848471355,2.487967018,1.355765924,-0.10546875,2,1,1,0,0.170138889,0.169270833,0.84375,0.934027778,0.280381944,0.269965278,0.750868056,0.881944444,2,55.5,45.89566667,"toblerone","plum",1,3,6,-0.353605253885844,-0.598275425776702,1
"776",3,72,3,13,1,3,26,1,0.768721899,0.427083333,0.931423611,0.450954861,0.792534722,-0.023871528,0.138888889,0.138888889,7,1.114718732,1.073509605,1.64832168,1.331610929,-0.023871528,4,1,1,0,0.538194444,0.315972222,0.918402778,0.944444444,0.629340278,0.272569444,0.8046875,0.780381944,2,55.5,45.89566667,"petitbeurre","zucchini",1,4,7,-0.988327179426375,-0.214674664502523,1
"777",3,73,3,14,1,28,23,1,0.675650645,0.163628472,0.526475694,0.168836806,0.723524306,-0.005208333,-0.197048611,-0.197048611,1,1.381050446,0.882407529,1.621991826,1.007422143,-0.005208333,4,1,1,0,0.160590278,0.166666667,0.5,0.552951389,0.181423611,0.15625,0.657118056,0.789930556,2,55.5,45.89566667,"paprikachips","tomatoes",1,4,1,-1.13350294370838,0.121289399643467,0
"778",3,74,3,15,1,32,29,1,1.024302052,0.610677083,0.642795139,0.562065972,0.487413194,0.048611111,0.155381944,0.155381944,8,1.980099152,1.083210856,1.231151097,1.374851271,0.048611111,5,1,1,0,0.546006944,0.675347222,0.627604167,0.657986111,0.513020833,0.611111111,0.467881944,0.506944444,2,55.5,45.89566667,"yogurt","sourcreamchips",1,5,7,-0.795884895560023,-0.11940127602272,1
"779",3,75,3,16,1,19,23,1,0.838088433,0.247395833,0.588107639,0.168836806,0.723524306,0.078559028,-0.135416667,-0.135416667,2,0.873445548,1.031373191,1.621991826,1.007422143,0.078559028,6,1,1,0,0.221354167,0.2734375,0.543402778,0.6328125,0.181423611,0.15625,0.657118056,0.789930556,2,55.5,45.89566667,"smarties","tomatoes",1,6,2,-0.562928440937487,-0.234732219363895,0
"785",3,81,3,22,1,16,4,-1,1.164311422,0.275173611,0.81640625,0.174479167,0.754340278,0.100694444,0.062065972,0.062065972,6,2.487967018,1.355765924,2.406572337,1.390782986,0.100694444,7,1,1,0,0.280381944,0.269965278,0.750868056,0.881944444,0.118923611,0.230034722,0.743923611,0.764756944,2,55.5,45.89566667,"plum","mikado",0,6,5,-0.390743242449226,-0.658448096137393,0
"786",3,82,3,23,1,25,30,1,0.734037636,0.625434028,0.444444444,0.108506944,0.476128472,0.516927083,-0.031684028,-0.031684028,4,0.789579048,1.315040495,0.989968083,0.856431239,0.516927083,0,1,1,0,0.65625,0.594618056,0.411458333,0.477430556,0.0859375,0.131076389,0.457465278,0.494791667,2,55.5,45.89566667,"wasafibers","radish",1,8,4,2.84701382358051,-0.833951709839258,0
"787",3,83,3,24,1,17,9,1,1.148030694,0.266927083,0.76953125,0.327690972,0.626736111,-0.060763889,0.142795139,0.142795139,7,1.723273275,0.973989007,1.273233467,1.174296975,-0.060763889,3,1,1,0,0.245659722,0.288194444,0.682291667,0.856770833,0.417534722,0.237847222,0.625868056,0.627604167,2,55.5,45.89566667,"raisins","orange",1,4,7,-0.701351840833887,-0.192109913839336,1
"788",3,84,3,25,1,13,4,-1,1.134947402,0.227864583,0.762152778,0.174479167,0.754340278,0.053385417,0.0078125,0.0078125,5,0.84868995,1.107521727,2.406572337,1.390782986,0.053385417,6,1,1,0,0.244791667,0.2109375,0.710069444,0.814236111,0.118923611,0.230034722,0.743923611,0.764756944,2,55.5,45.89566667,"pear","mikado",0,5,5,-0.758746906996641,-0.971847409620196,0
"789",3,85,3,26,1,26,11,-1,0.6659255,0.450954861,0.792534722,0.270399306,0.952256944,0.180555556,-0.159722222,-0.159722222,1,1.64832168,1.331610929,1.155222295,1.655647396,0.180555556,8,1,1,0,0.629340278,0.272569444,0.8046875,0.780381944,0.263888889,0.276909722,0.936631944,0.967881944,2,55.5,45.89566667,"zucchini","chocolatechipcookie",0,7,2,0.230473969877537,-0.0943293295577177,1
"790",3,86,3,27,1,10,6,-1,0.70292656,0.246527778,0.809461806,0.576822917,0.910590278,-0.330295139,-0.101128472,-0.101128472,2,1.739187781,0.882503814,1.331334165,1.589793036,-0.330295139,0,1,1,0,0.264756944,0.228298611,0.835069444,0.783854167,0.596354167,0.557291667,0.868055556,0.953125,2,55.5,45.89566667,"oreo","mandm",0,1,3,1.39525622743278,-0.432800589505523,1
"791",3,87,3,28,1,30,29,-1,1.238335729,0.108506944,0.476128472,0.562065972,0.487413194,-0.453559028,-0.011284722,-0.011284722,4,0.989968083,0.856431239,1.231151097,1.374851271,-0.453559028,0,1,1,0,0.0859375,0.131076389,0.457465278,0.494791667,0.513020833,0.611111111,0.467881944,0.506944444,2,55.5,45.89566667,"radish","sourcreamchips",0,1,4,2.35409148012918,-0.951789854758824,1
"797",3,93,4,6,1,25,32,-1,1.006764366,0.625434028,0.444444444,0.610677083,0.642795139,0.014756944,-0.198350694,-0.198350694,1,0.789579048,1.315040495,1.980099152,1.083210856,0.014756944,5,1,1,0,0.65625,0.594618056,0.411458333,0.477430556,0.546006944,0.675347222,0.627604167,0.657986111,2,55.5,45.89566667,"wasafibers","yogurt",0,5,1,-1.05922697436034,0.128810981272337,1
"798",3,94,4,7,1,19,13,1,0.71187631,0.247395833,0.588107639,0.227864583,0.762152778,0.01953125,-0.174045139,-0.174045139,1,0.873445548,1.031373191,0.84868995,1.107521727,0.01953125,5,1,1,0,0.221354167,0.2734375,0.543402778,0.6328125,0.244791667,0.2109375,0.710069444,0.814236111,2,55.5,45.89566667,"smarties","pear",1,5,2,-1.02208898579695,-0.0115919085338399,0
"799",3,95,4,8,1,31,11,1,0.768730716,0.8203125,0.811631944,0.270399306,0.952256944,0.549913194,-0.140625,-0.140625,2,0.963788983,1.13323832,1.155222295,1.655647396,0.549913194,0,1,1,0,0.801215278,0.839409722,0.808159722,0.815104167,0.263888889,0.276909722,0.936631944,0.967881944,2,55.5,45.89566667,"muffins","chocolatechipcookie",1,8,2,3.10360353799522,-0.204645887071837,0
"800",3,96,4,9,1,11,22,1,0.732001869,0.270399306,0.952256944,0.169704861,0.888888889,0.100694444,0.063368056,0.063368056,6,1.155222295,1.655647396,1.271907531,0.848471355,0.100694444,7,1,1,0,0.263888889,0.276909722,0.936631944,0.967881944,0.170138889,0.169270833,0.84375,0.934027778,2,55.5,45.89566667,"chocolatechipcookie","toblerone",1,6,6,-0.390743242449226,-0.650926508731947,1
"801",3,97,4,10,1,4,9,1,0.602099937,0.174479167,0.754340278,0.327690972,0.626736111,-0.153211806,0.127604167,0.127604167,7,2.406572337,1.390782986,1.273233467,1.174296975,-0.153211806,1,1,1,0,0.118923611,0.230034722,0.743923611,0.764756944,0.417534722,0.237847222,0.625868056,0.627604167,2,55.5,45.89566667,"mikado","orange",1,2,6,0.0177746006330928,-0.279861720690269,1
"802",3,98,4,11,1,17,19,-1,0.661646323,0.266927083,0.76953125,0.247395833,0.588107639,0.01953125,0.181423611,0.181423611,8,1.723273275,0.973989007,0.873445548,1.031373191,0.01953125,5,1,1,0,0.245659722,0.288194444,0.682291667,0.856770833,0.221354167,0.2734375,0.543402778,0.6328125,2,55.5,45.89566667,"raisins","smarties",0,5,7,-1.02208898579695,0.0310303969907188,0
"807",3,103,4,16,1,22,3,1,1.291610122,0.169704861,0.888888889,0.427083333,0.931423611,-0.257378472,-0.042534722,-0.042534722,4,1.271907531,0.848471355,1.114718732,1.073509605,-0.257378472,0,1,1,0,0.170138889,0.169270833,0.84375,0.934027778,0.538194444,0.315972222,0.918402778,0.944444444,2,55.5,45.89566667,"toblerone","petitbeurre",1,1,4,0.828057906854687,-0.771271849453328,0
"808",3,104,4,17,1,27,14,1,0.811487788,0.208767361,0.817708333,0.46875,0.810763889,-0.259982639,0.006944444,0.006944444,5,1.63064746,0.981346012,2.306205376,1.056757838,-0.259982639,0,1,1,0,0.251736111,0.165798611,0.860243056,0.775173611,0.460069444,0.477430556,0.8359375,0.785590278,2,55.5,45.89566667,"graneochips","applered",1,1,5,0.848314992232778,-0.976861801223827,1
"809",3,105,4,18,1,19,2,1,0.892742949,0.247395833,0.588107639,0.117621528,0.515190972,0.129774306,0.072916667,0.072916667,6,0.873445548,1.031373191,0.814175643,1.131151069,0.129774306,7,1,1,0,0.221354167,0.2734375,0.543402778,0.6328125,0.102430556,0.1328125,0.533854167,0.496527778,2,55.5,45.89566667,"smarties","salad",1,7,6,-0.164539144433574,-0.595768229974887,1
"810",3,106,4,19,1,25,1,-1,2.033784282,0.625434028,0.444444444,0.678385417,0.522135417,-0.052951389,-0.077690972,-0.077690972,3,0.789579048,1.315040495,1.506364864,1.022643885,-0.052951389,3,1,1,0,0.65625,0.594618056,0.411458333,0.477430556,0.646701389,0.710069444,0.526909722,0.517361111,2,55.5,45.89566667,"wasafibers","blevita",0,4,3,-0.762123089189443,-0.568189093484645,1
"817",3,113,5,1,1,14,32,-1,0.906376071,0.46875,0.810763889,0.610677083,0.642795139,-0.141927083,0.16796875,0.16796875,8,2.306205376,1.056757838,1.980099152,1.083210856,-0.141927083,2,0,1,0,0.460069444,0.477430556,0.8359375,0.785590278,0.546006944,0.675347222,0.627604167,0.657986111,2,55.5,45.89566667,"applered","yogurt",0,2,7,-0.0700060974861583,-0.0466926324295281,0
"818",3,114,5,2,1,19,29,1,0.980193871,0.247395833,0.588107639,0.562065972,0.487413194,-0.314670139,0.100694444,0.100694444,7,0.873445548,1.031373191,1.231151097,1.374851271,-0.314670139,0,0,1,0,0.221354167,0.2734375,0.543402778,0.6328125,0.513020833,0.611111111,0.467881944,0.506944444,2,55.5,45.89566667,"smarties","sourcreamchips",1,1,6,1.27371373072167,-0.435307785307338,1
"819",3,115,5,3,1,10,16,1,1.228219189,0.246527778,0.809461806,0.275173611,0.81640625,-0.028645833,-0.006944444,-0.006944444,4,1.739187781,0.882503814,2.487967018,1.355765924,-0.028645833,4,0,1,0,0.264756944,0.228298611,0.835069444,0.783854167,0.280381944,0.269965278,0.750868056,0.881944444,2,55.5,45.89566667,"oreo","plum",1,4,4,-0.951189198641713,-0.976861801223827,0
"820",3,116,5,4,1,1,32,-1,1.047622772,0.678385417,0.522135417,0.610677083,0.642795139,0.067708333,-0.120659722,-0.120659722,2,1.506364864,1.022643885,1.980099152,1.083210856,0.067708333,6,0,1,0,0.646701389,0.710069444,0.526909722,0.517361111,0.546006944,0.675347222,0.627604167,0.657986111,2,55.5,45.89566667,"blevita","yogurt",0,6,3,-0.647332956863936,-0.319976836189588,1
