"","Participant","Trial_Nr","Run_Nr","Trial_nr_run","Cue_Taste1_Size2","Top_image_index","Bottom_image_index","Choice","RT_choice","Size_top_image","Taste_top_image","Size_bottom_image","Taste_bottom_image","Size_diff","Taste_diff","Cued_diff","Category","mean_RT_size_pic1","mean_RT_taste_pic1","mean_RT_size_pic2","mean_RT_taste_pic2","Diff_category_oposite_to_cue","Category_opposite_to_cue","Stimulation","Session_type","Accuracy","Size1_TopPic","Size2_TopPic","Taste1_TopPic","Taste2_TopPic","Size1_BotPic","Size2_BotPic","Taste1_BotPic","Taste2_BotPic","Amplitude","Circumfence","Time_between_tasks","Name_top_image","Name_bottom_image","Choice01","Size_diff.ntile","Taste_diff.ntile","Size_diff.abs","Taste_diff.abs","corr"
"2066",6,130,5,18,2,13,5,-1,0.986486882,0.440538194,0.594618056,0.529079861,0.540364583,-0.088541667,0.054253472,-0.088541667,3,1.294528762,2.050454955,1.155791964,1.195972916,0.054253472,6,0,0,0,0.389756944,0.491319444,0.638888889,0.550347222,0.502604167,0.555555556,0.574652778,0.506076389,0.875,56,15.06305,"pear","rizaulait",0,3,5,-0.485276289396641,-0.703577597463767,1
"2067",6,131,5,19,2,17,28,1,1.896834727,0.419270833,0.427951389,0.279079861,0.842013889,0.140190972,-0.4140625,0.140190972,7,1.377353532,1.039557023,1.062800711,0.987899151,-0.4140625,0,0,0,0,0.464409722,0.374131944,0.498263889,0.357638889,0.324652778,0.233506944,0.903645833,0.780381944,0.875,56,15.06305,"raisins","paprikachips",1,7,1,-0.0835108184786463,1.37488665935125,1
"2068",6,132,5,20,2,13,14,-1,1.598104289,0.440538194,0.594618056,0.49609375,0.585069444,-0.055555556,0.009548611,-0.055555556,3,1.294528762,2.050454955,1.541674856,1.410764272,0.009548611,5,0,0,0,0.389756944,0.491319444,0.638888889,0.550347222,0.498263889,0.493923611,0.625,0.545138889,0.875,56,15.06305,"pear","applered",0,4,5,-0.741866003811351,-0.96181863218951,1
"2075",6,139,5,27,2,6,12,-1,1.20549826,0.610677083,0.703559028,0.796006944,0.474392361,-0.185329861,0.229166667,-0.185329861,1,1.190572306,1.056645753,1.492770125,1.562374613,0.229166667,0,0,0,0,0.659722222,0.561631944,0.666666667,0.740451389,0.811631944,0.780381944,0.500868056,0.447916667,0.875,56,15.06305,"mandm","pizza",0,2,8,0.267611950662199,0.306821796552594,1
"2076",6,140,5,28,2,5,25,-1,0.965648174,0.529079861,0.540364583,0.727430556,0.321180556,-0.198350694,0.219184028,-0.198350694,1,1.155791964,1.195972916,1.550539151,1.855004848,0.219184028,0,0,0,0,0.502604167,0.555555556,0.574652778,0.506076389,0.725694444,0.729166667,0.335069444,0.307291667,0.875,56,15.06305,"rizaulait","wasafibers",0,1,8,0.368897361995218,0.249156321993719,1
"2077",6,141,5,29,2,19,6,-1,2.201080264,0.438802083,0.649739583,0.610677083,0.703559028,-0.171875,-0.053819444,-0.171875,1,1.431082446,0.710663351,1.190572306,1.056645753,-0.053819444,3,0,0,0,0.442708333,0.434895833,0.657118056,0.642361111,0.659722222,0.561631944,0.666666667,0.740451389,0.875,56,15.06305,"smarties","mandm",0,2,4,0.162950357136378,-0.706084793265583,1
"2078",6,142,5,30,2,10,32,-1,1.755567793,0.388888889,0.585069444,0.51171875,0.496527778,-0.122829861,0.088541667,-0.122829861,2,1.95776493,1.401689488,0.780258452,1.140704445,0.088541667,6,0,0,0,0.324652778,0.453125,0.590277778,0.579861111,0.528645833,0.494791667,0.587673611,0.405381944,0.875,56,15.06305,"oreo","yogurt",0,3,6,-0.218558036182245,-0.505509227322139,1
"2079",6,143,5,31,2,27,32,-1,1.593395306,0.362413194,0.49609375,0.51171875,0.496527778,-0.149305556,-0.000434028,-0.149305556,2,1.460785164,1.04647216,0.780258452,1.140704445,-0.000434028,4,0,0,0,0.330729167,0.394097222,0.494791667,0.497395833,0.528645833,0.494791667,0.587673611,0.405381944,0.875,56,15.06305,"graneochips","yogurt",0,2,4,-0.0126110235446849,-1.01446971514475,1
"2080",6,144,5,32,2,9,13,1,1.629722316,0.526475694,0.550347222,0.440538194,0.594618056,0.0859375,-0.044270833,0.0859375,6,1.340551783,1.339333364,1.294528762,2.050454955,-0.044270833,4,0,0,0,0.501736111,0.551215278,0.586805556,0.513888889,0.389756944,0.491319444,0.638888889,0.550347222,0.875,56,15.06305,"orange","pear",1,6,4,-0.505533374774733,-0.761243072022642,1
"2087",6,151,6,7,2,22,2,1,2.039633681,0.294270833,0.493923611,0.24609375,0.109809028,0.048177083,0.384114583,0.048177083,5,1.880987456,1.407787131,1.425262137,1.369520065,0.384114583,0,0,0,0,0.311631944,0.276909722,0.499131944,0.488715278,0.252604167,0.239583333,0.106770833,0.112847222,0.875,56,15.06305,"toblerone","salad",1,5,8,-0.799261077752824,1.20189023567463,1
"2088",6,152,6,8,2,18,20,1,1.706784946,0.497395833,0.762152778,0.368489583,0.436631944,0.12890625,0.325520833,0.12890625,7,1.540572206,1.232782203,1.875887219,2.213112278,0.325520833,0,0,0,0,0.494791667,0.5,0.75,0.774305556,0.368055556,0.368923611,0.435763889,0.4375,0.875,56,15.06305,"rasberries","snickers",1,7,8,-0.171291508819178,0.863418975726823,1
"2089",6,153,6,9,2,18,3,-1,2.780565368,0.497395833,0.762152778,0.595486111,0.615017361,-0.098090278,0.147135417,-0.098090278,3,1.540572206,1.232782203,1.546865973,1.096570137,0.147135417,7,0,0,0,0.494791667,0.5,0.75,0.774305556,0.651041667,0.539930556,0.650173611,0.579861111,0.875,56,15.06305,"rasberries","petitbeurre",0,3,7,-0.411000320048598,-0.167037967374334,1
"2090",6,154,6,10,2,17,3,-1,1.173864304,0.419270833,0.427951389,0.595486111,0.615017361,-0.176215278,-0.187065972,-0.176215278,1,1.377353532,1.039557023,1.546865973,1.096570137,-0.187065972,1,0,0,0,0.464409722,0.374131944,0.498263889,0.357638889,0.651041667,0.539930556,0.650173611,0.579861111,0.875,56,15.06305,"raisins","petitbeurre",0,2,2,0.196712163506957,0.0636239250845915,1
"2096",6,160,6,16,2,8,9,1,3.075577544,0.719618056,0.684895833,0.526475694,0.550347222,0.193142361,0.134548611,0.193142361,8,1.193658531,1.52236447,1.340551783,1.339333364,0.134548611,7,0,0,0,0.736979167,0.702256944,0.625868056,0.743923611,0.501736111,0.551215278,0.586805556,0.513888889,0.875,56,15.06305,"lachgummi","orange",1,8,7,0.328383199017755,-0.239746610967525,1
"2097",6,161,6,17,2,9,16,1,1.58308077,0.526475694,0.550347222,0.470486111,0.42578125,0.055989583,0.124565972,0.055989583,6,1.340551783,1.339333364,1.984054595,2.221645906,0.124565972,7,0,0,0,0.501736111,0.551215278,0.586805556,0.513888889,0.493055556,0.447916667,0.436631944,0.414930556,0.875,56,15.06305,"orange","plum",1,5,6,-0.738489829397269,-0.297412085526401,1
"2098",6,162,6,18,2,16,22,1,1.10930416,0.470486111,0.42578125,0.294270833,0.493923611,0.176215278,-0.068142361,0.176215278,8,1.984054595,2.221645906,1.880987456,1.407787131,-0.068142361,3,0,0,0,0.493055556,0.447916667,0.436631944,0.414930556,0.311631944,0.276909722,0.499131944,0.488715278,0.875,56,15.06305,"plum","toblerone",1,7,3,0.196712163506957,-0.623347372241705,1
"2099",6,163,6,19,2,32,17,1,1.360531468,0.51171875,0.496527778,0.419270833,0.427951389,0.092447917,0.068576389,0.092447917,6,0.780258452,1.140704445,1.377353532,1.039557023,0.068576389,6,0,0,0,0.528645833,0.494791667,0.587673611,0.405381944,0.464409722,0.374131944,0.498263889,0.357638889,0.875,56,15.06305,"yogurt","raisins",1,6,6,-0.454890665218863,-0.620840176439889,1
"2100",6,164,6,20,2,8,1,1,1.924782848,0.719618056,0.684895833,0.713107639,0.416666667,0.006510417,0.268229167,0.006510417,5,1.193658531,1.52236447,1.216474984,1.828831947,0.268229167,0,0,0,0,0.736979167,0.702256944,0.625868056,0.743923611,0.731770833,0.694444444,0.494791667,0.338541667,0.875,56,15.06305,"lachgummi","blevita",1,5,8,-1.12337439712997,0.532469303184464,1
"2101",6,165,6,21,2,11,23,-1,2.200831091,0.381076389,0.729600694,0.329861111,0.462673611,0.051215278,0.266927083,0.051215278,6,1.569789946,0.918359374,1.113701249,1.43563598,0.266927083,0,0,0,0,0.417534722,0.344618056,0.705729167,0.753472222,0.341145833,0.318576389,0.499131944,0.426215278,0.875,56,15.06305,"chocolatechipcookie","tomatoes",0,5,8,-0.775627810181931,0.524947715779018,0
"2106",6,170,6,26,2,29,25,1,1.635363141,0.674913194,0.923611111,0.727430556,0.321180556,-0.052517361,0.602430556,-0.052517361,3,1.148189751,1.054804258,1.550539151,1.855004848,0.602430556,0,0,0,0,0.6875,0.662326389,0.847222222,1,0.725694444,0.729166667,0.335069444,0.307291667,0.875,56,15.06305,"sourcreamchips","wasafibers",1,4,8,-0.765499271382245,2.46300908278786,0
"2107",6,171,6,27,2,14,5,1,1.380760042,0.49609375,0.585069444,0.529079861,0.540364583,-0.032986111,0.044704861,-0.032986111,4,1.541674856,1.410764272,1.155791964,1.195972916,0.044704861,5,0,0,0,0.498263889,0.493923611,0.625,0.545138889,0.502604167,0.555555556,0.574652778,0.506076389,0.875,56,15.06305,"applered","rizaulait",1,4,5,-0.917427392271134,-0.758735876220827,0
"2108",6,172,6,28,2,26,29,-1,1.073751977,0.563368056,0.404947917,0.674913194,0.923611111,-0.111545139,-0.518663194,-0.111545139,2,1.191102226,1.572905754,1.148189751,1.054804258,-0.518663194,0,0,0,0,0.505208333,0.621527778,0.491319444,0.318576389,0.6875,0.662326389,0.847222222,1,0.875,56,15.06305,"zucchini","sourcreamchips",0,3,1,-0.306338726522776,1.97912053565367,1
"2109",6,173,6,29,2,18,30,1,1.857522469,0.497395833,0.762152778,0.336371528,0.11328125,0.161024306,0.648871528,0.161024306,8,1.540572206,1.232782203,0.933333969,1.27413137,0.648871528,0,0,0,0,0.494791667,0.5,0.75,0.774305556,0.401909722,0.270833333,0.160590278,0.065972222,0.875,56,15.06305,"rasberries","radish",1,7,8,0.0785458489886483,2.73127889494429,1
"2110",6,174,6,30,2,19,4,1,1.619260438,0.438802083,0.649739583,0.545138889,0.549913194,-0.106336806,0.099826389,-0.106336806,2,1.431082446,0.710663351,1.832919419,1.271148682,0.099826389,6,0,0,0,0.442708333,0.434895833,0.657118056,0.642361111,0.446180556,0.644097222,0.600694444,0.499131944,0.875,56,15.06305,"smarties","mikado",1,3,6,-0.34685288950024,-0.440322171134393,0
"2111",6,175,6,31,2,26,11,1,1.0938992,0.563368056,0.404947917,0.381076389,0.729600694,0.182291667,-0.324652778,0.182291667,8,1.191102226,1.572905754,1.569789946,0.918359374,-0.324652778,0,0,0,0,0.505208333,0.621527778,0.491319444,0.318576389,0.417534722,0.344618056,0.705729167,0.753472222,0.875,56,15.06305,"zucchini","chocolatechipcookie",1,7,1,0.243978690870025,0.858404589899768,1
"2112",6,176,6,32,2,3,6,-1,1.40882763,0.595486111,0.615017361,0.610677083,0.703559028,-0.015190972,-0.088541667,-0.015190972,4,1.546865973,1.096570137,1.190572306,1.056645753,-0.088541667,3,0,0,0,0.651041667,0.539930556,0.650173611,0.579861111,0.659722222,0.561631944,0.666666667,0.740451389,0.875,56,15.06305,"petitbeurre","mandm",0,4,3,-1.05585079216753,-0.505509227322139,1
"2113",7,1,1,1,2,7,26,1,1.168108753,0.66796875,0.583767361,0.526475694,0.588975694,0.141493056,-0.005208333,0.141493056,7,0.979831029,1.247498239,1.433292335,1.497866808,-0.005208333,4,0,0,0,0.608506944,0.727430556,0.517361111,0.650173611,0.639756944,0.413194444,0.622395833,0.555555556,1.5,54.75,22.84991667,"muesli","zucchini",1,7,4,-0.0733822719002404,-0.986890578654513,1
"2114",7,2,1,2,2,1,18,1,1.857733892,0.832465278,1,0.65625,1,0.176215278,0,0.176215278,8,1.221457193,0.781725031,2.655213742,0.763474497,0,5,0,0,0,0.872395833,0.792534722,1,1,0.663194444,0.649305556,1,1,1.5,54.75,22.84991667,"blevita","rasberries",1,7,4,0.196712163506957,-1.01697691094657,1
"2115",7,3,1,3,2,24,27,1,1.608744453,0.504774306,0.576822917,0.358506944,0.720486111,0.146267361,-0.143663194,0.146267361,7,2.597039415,1.630235096,2.306438148,1.771636208,-0.143663194,2,0,0,0,0.551215278,0.458333333,0.505208333,0.6484375,0.438368056,0.278645833,0.910590278,0.530381944,1.5,54.75,22.84991667,"twix","graneochips",1,7,2,-0.0362442911155786,-0.187095528012281,1
"2116",7,4,1,4,2,1,12,-1,0.725101355,0.832465278,1,0.860243056,0.499565972,-0.027777778,0.500434028,-0.027777778,4,1.221457193,0.781725031,2.313387414,1.790100218,0.500434028,0,0,0,0,0.872395833,0.792534722,1,1,0.881076389,0.839409722,0.602430556,0.396701389,1.5,54.75,22.84991667,"blevita","pizza",0,4,8,-0.957941555248597,1.87381836974318,1
"2117",7,5,1,5,2,6,3,1,2.292337375,0.823784722,0.677083333,0.669704861,0.668402778,0.154079861,0.008680556,0.154079861,8,1.230220647,0.922793485,1.47208674,1.696023009,0.008680556,5,0,0,0,0.831597222,0.815972222,0.672743056,0.681423611,0.725694444,0.613715278,0.732638889,0.604166667,1.5,54.75,22.84991667,"mandm","petitbeurre",1,7,5,0.024526957239977,-0.966833018016565,1
"2118",7,6,1,6,2,25,3,1,0.866635871,0.81640625,0.424479167,0.669704861,0.668402778,0.146701389,-0.243923611,0.146701389,7,1.488145771,1.397742448,1.47208674,1.696023009,-0.243923611,0,0,0,0,0.811631944,0.821180556,0.498263889,0.350694444,0.725694444,0.613715278,0.732638889,0.604166667,1.5,54.75,22.84991667,"wasafibers","petitbeurre",1,7,1,-0.0328681089227768,0.392066407601711,1
"2119",7,7,1,7,2,2,7,-1,0.78482306,0.51171875,0.615885417,0.66796875,0.583767361,-0.15625,0.032118056,-0.15625,1,2.397115533,2.296748115,0.979831029,1.247498239,0.032118056,5,0,0,0,0.4140625,0.609375,0.528645833,0.703125,0.608506944,0.727430556,0.517361111,0.650173611,1.5,54.75,22.84991667,"salad","muesli",0,2,5,0.0414078604252667,-0.831444514037443,1
"2125",7,13,1,13,2,21,14,-1,1.253064393,0.415364583,0.067274306,0.612413194,0.876736111,-0.197048611,-0.809461806,-0.197048611,1,1.896205737,1.072579881,1.255861052,0.921843582,-0.809461806,0,0,0,0,0.453993056,0.376736111,0,0.134548611,0.639756944,0.585069444,0.753472222,1,1.5,54.75,22.84991667,"strawberries","applered",0,1,1,0.358768823195532,3.65894086793677,1
"2126",7,14,1,14,2,13,26,-1,0.88891215,0.400173611,1,0.526475694,0.588975694,-0.126302083,0.411024306,-0.126302083,2,2.505506279,0.914398814,1.433292335,1.497866808,0.411024306,0,0,0,0,0.4453125,0.355034722,1,1,0.639756944,0.413194444,0.622395833,0.555555556,1.5,54.75,22.84991667,"pear","zucchini",0,2,8,-0.191548594197269,1.3573363002917,1
"2127",7,15,1,15,2,3,29,-1,0.717288515,0.669704861,0.668402778,0.719618056,0.123697917,-0.049913194,0.544704861,-0.049913194,4,1.47208674,1.696023009,1.556170414,0.988638856,0.544704861,0,0,0,0,0.725694444,0.613715278,0.732638889,0.604166667,0.825520833,0.613715278,0.065104167,0.182291667,1.5,54.75,22.84991667,"petitbeurre","sourcreamchips",0,4,8,-0.785756356760337,2.12955220866711,1
"2128",7,16,1,16,2,29,1,1,1.499908267,0.719618056,0.123697917,0.832465278,1,-0.112847222,-0.876302083,-0.112847222,2,1.556170414,0.988638856,1.221457193,0.781725031,-0.876302083,0,0,0,0,0.825520833,0.613715278,0.065104167,0.182291667,0.872395833,0.792534722,1,1,1.5,54.75,22.84991667,"sourcreamchips","blevita",1,3,1,-0.296210187723091,4.04504881923619,0
"2136",7,24,1,24,2,10,27,1,2.182509615,0.439670139,0.645399306,0.358506944,0.720486111,0.081163194,-0.075086806,0.081163194,6,1.598073798,0.814215859,2.306438148,1.771636208,-0.075086806,3,0,0,0,0.34375,0.535590278,0.581597222,0.709201389,0.438368056,0.278645833,0.910590278,0.530381944,1.5,54.75,22.84991667,"oreo","graneochips",1,6,3,-0.542671363338115,-0.583232256742386,1
"2137",7,25,1,25,2,15,23,-1,2.148476387,0.1640625,0.260416667,0.360677083,0.944444444,-0.196614583,-0.684027778,-0.196614583,1,0.955462232,0.772320013,2.456444135,0.839483358,-0.684027778,0,0,0,0,0.166666667,0.161458333,0.333333333,0.1875,0.438368056,0.282986111,0.888888889,1,1.5,54.75,22.84991667,"pringles","tomatoes",0,1,1,0.35539264100273,2.93436165091297,1
"2138",7,26,1,26,2,18,8,-1,1.74450901,0.65625,1,0.740017361,0.04296875,-0.083767361,0.95703125,-0.083767361,3,2.655213742,0.763474497,1.114949897,1.131105923,0.95703125,0,0,0,0,0.663194444,0.649305556,1,1,0.788194444,0.691840278,0.044270833,0.041666667,1.5,54.75,22.84991667,"rasberries","lachgummi",0,3,8,-0.522414277960023,4.51138700153425,1
"2139",7,27,1,27,2,3,14,-1,1.555518325,0.669704861,0.668402778,0.612413194,0.876736111,0.057291667,-0.208333333,0.057291667,6,1.47208674,1.696023009,1.255861052,0.921843582,-0.208333333,0,0,0,0,0.725694444,0.613715278,0.732638889,0.604166667,0.639756944,0.585069444,0.753472222,1,1.5,54.75,22.84991667,"petitbeurre","applered",0,5,1,-0.728361282818863,0.186476455831212,0
"2140",7,28,1,28,2,23,28,1,2.009045054,0.360677083,0.944444444,0.408854167,0.44921875,-0.048177083,0.495225694,-0.048177083,4,2.456444135,0.839483358,1.589511589,1.406126311,0.495225694,0,0,0,0,0.438368056,0.282986111,0.888888889,1,0.427083333,0.390625,0.568576389,0.329861111,1.5,54.75,22.84991667,"tomatoes","paprikachips",1,4,8,-0.799261077752824,1.84373203167455,0
"2146",7,34,2,6,2,21,2,1,2.062636978,0.415364583,0.067274306,0.51171875,0.615885417,-0.096354167,-0.548611111,-0.096354167,3,1.896205737,1.072579881,2.397115533,2.296748115,-0.548611111,0,0,0,0,0.453993056,0.376736111,0,0.134548611,0.4140625,0.609375,0.528645833,0.703125,1.5,54.75,22.84991667,"strawberries","salad",1,3,1,-0.424505041041086,2.1521169593303,0
"2147",7,35,2,7,2,4,2,1,1.219359983,0.373697917,0.563368056,0.51171875,0.615885417,-0.138020833,-0.052517361,-0.138020833,2,1.40501911,1.14710707,2.397115533,2.296748115,-0.052517361,3,0,0,0,0.327256944,0.420138889,0.6328125,0.493923611,0.4140625,0.609375,0.528645833,0.703125,1.5,54.75,22.84991667,"mikado","salad",1,2,4,-0.100391721663936,-0.713606374894453,0
"2148",7,36,2,8,2,8,7,1,2.303617311,0.740017361,0.04296875,0.66796875,0.583767361,0.072048611,-0.540798611,0.072048611,6,1.114949897,1.131105923,0.979831029,1.247498239,-0.540798611,0,0,0,0,0.788194444,0.691840278,0.044270833,0.041666667,0.608506944,0.727430556,0.517361111,0.650173611,1.5,54.75,22.84991667,"lachgummi","muesli",1,6,1,-0.613571150493356,2.10698745800392,1
"2149",7,37,2,9,2,25,31,-1,0.775502663,0.81640625,0.424479167,0.670138889,0.799913194,0.146267361,-0.375434028,0.146267361,7,1.488145771,1.397742448,1.28071952,1.063194632,-0.375434028,0,0,0,0,0.811631944,0.821180556,0.498263889,0.350694444,0.672743056,0.667534722,0.723958333,0.875868056,1.5,54.75,22.84991667,"wasafibers","muffins",0,7,1,-0.0362442911155786,1.1517463485212,0
"2150",7,38,2,10,2,5,2,1,1.614401487,0.648871528,0.116319444,0.51171875,0.615885417,0.137152778,-0.499565972,0.137152778,7,1.254717585,1.622638719,2.397115533,2.296748115,-0.499565972,0,0,0,0,0.6796875,0.618055556,0.090277778,0.142361111,0.4140625,0.609375,0.528645833,0.703125,1.5,54.75,22.84991667,"rizaulait","salad",1,7,1,-0.10714407827082,1.86880397813955,1
"2157",7,45,2,17,2,6,32,1,1.727725072,0.823784722,0.677083333,0.799913194,0.007378472,0.023871528,0.669704861,0.023871528,5,1.230220647,0.922793485,0.990037185,1.014613768,0.669704861,0,0,0,0,0.831597222,0.815972222,0.672743056,0.681423611,0.892361111,0.707465278,0,0.014756944,1.5,54.75,22.84991667,"mandm","yogurt",1,5,8,-0.988327179426375,2.8516242298891,1
"2158",7,46,2,18,2,24,11,-1,2.964440158,0.504774306,0.576822917,0.31640625,0.719618056,0.188368056,-0.142795139,0.188368056,8,2.597039415,1.630235096,1.581379317,0.847031522,-0.142795139,2,0,0,0,0.551215278,0.458333333,0.505208333,0.6484375,0.325520833,0.307291667,0.777777778,0.661458333,1.5,54.75,22.84991667,"twix","chocolatechipcookie",0,7,2,0.291245218233093,-0.192109913839336,0
"2159",7,47,2,19,2,11,30,1,1.684244016,0.31640625,0.719618056,0.148871528,0.620659722,0.167534722,0.098958333,0.167534722,8,1.581379317,0.847031522,1.280579573,0.922359422,0.098958333,6,0,0,0,0.325520833,0.307291667,0.777777778,0.661458333,0.125868056,0.171875,0.6171875,0.624131944,1.5,54.75,22.84991667,"chocolatechipcookie","radish",1,7,6,0.129188550765798,-0.445336562738024,1
"2160",7,48,2,20,2,23,21,1,1.483961733,0.360677083,0.944444444,0.415364583,0.067274306,-0.0546875,0.877170139,-0.0546875,3,2.456444135,0.839483358,1.896205737,1.072579881,0.877170139,0,0,0,0,0.438368056,0.282986111,0.888888889,1,0.453993056,0.376736111,0,0.134548611,1.5,54.75,22.84991667,"tomatoes","strawberries",1,4,8,-0.748618368196955,4.05006321083982,0
"2161",7,49,2,21,2,9,3,-1,1.492824458,0.565104167,0.908854167,0.669704861,0.668402778,-0.104600694,0.240451389,-0.104600694,2,2.213161366,1.056460121,1.47208674,1.696023009,0.240451389,0,0,0,0,0.569444444,0.560763889,0.817708333,1,0.725694444,0.613715278,0.732638889,0.604166667,1.5,54.75,22.84991667,"orange","petitbeurre",0,3,8,-0.360357618271448,0.372008852740339,1
"2166",7,54,2,26,2,2,22,-1,2.285960696,0.51171875,0.615885417,0.358072917,0.726996528,0.153645833,-0.111111111,0.153645833,8,2.397115533,2.296748115,1.380232323,0.955958731,-0.111111111,2,0,0,0,0.4140625,0.609375,0.528645833,0.703125,0.331597222,0.384548611,0.806423611,0.647569444,1.5,54.75,22.84991667,"salad","toblerone",0,7,3,0.021150775047175,-0.375135114946648,0
"2167",7,55,2,27,2,22,27,1,1.420279137,0.358072917,0.726996528,0.358506944,0.720486111,-0.000434028,0.006510417,-0.000434028,4,1.380232323,0.955958731,2.306438148,1.771636208,0.006510417,5,0,0,0,0.331597222,0.384548611,0.806423611,0.647569444,0.438368056,0.278645833,0.910590278,0.530381944,1.5,54.75,22.84991667,"toblerone","graneochips",1,5,5,-1.17064092449304,-0.979368991249066,0
"2168",7,56,2,28,2,27,23,-1,1.944758582,0.358506944,0.720486111,0.360677083,0.944444444,-0.002170139,-0.223958333,-0.002170139,4,2.306438148,1.771636208,2.456444135,0.839483358,-0.223958333,0,0,0,0,0.438368056,0.278645833,0.910590278,0.530381944,0.438368056,0.282986111,0.888888889,1,1.5,54.75,22.84991667,"graneochips","tomatoes",0,5,1,-1.15713620350055,0.276735458483961,1
"2169",7,57,2,29,2,16,28,1,0.943217177,0.447048611,1,0.408854167,0.44921875,0.038194444,0.55078125,0.038194444,5,1.271942128,1.055747018,1.589511589,1.406126311,0.55078125,0,0,0,0,0.534722222,0.359375,1,1,0.427083333,0.390625,0.568576389,0.329861111,1.5,54.75,22.84991667,"plum","paprikachips",1,5,8,-0.87691322929367,2.1646529325628,1
"2170",7,58,2,30,2,18,2,1,0.841552692,0.65625,1,0.51171875,0.615885417,0.14453125,0.384114583,0.14453125,7,2.655213742,0.763474497,2.397115533,2.296748115,0.384114583,0,0,0,0,0.663194444,0.649305556,1,1,0.4140625,0.609375,0.528645833,0.703125,1.5,54.75,22.84991667,"rasberries","salad",1,7,8,-0.0497490121080666,1.20189023567463,1
"2171",7,59,2,31,2,20,9,-1,1.065410882,0.430989583,0.126302083,0.565104167,0.908854167,-0.134114583,-0.782552083,-0.134114583,2,1.422201129,1.481719598,2.213161366,1.056460121,-0.782552083,0,0,0,0,0.454861111,0.407118056,0.106770833,0.145833333,0.569444444,0.560763889,0.817708333,1,1.5,54.75,22.84991667,"snickers","orange",0,2,1,-0.130777345841714,3.5034948033197,1
"2177",7,65,3,6,2,22,11,-1,1.282126667,0.358072917,0.726996528,0.31640625,0.719618056,0.041666667,0.007378472,0.041666667,5,1.380232323,0.955958731,1.581379317,0.847031522,0.007378472,5,0,0,0,0.331597222,0.384548611,0.806423611,0.647569444,0.325520833,0.307291667,0.777777778,0.661458333,1.5,54.75,22.84991667,"toblerone","chocolatechipcookie",0,5,5,-0.849903779529974,-0.974354605422011,0
"2178",7,66,3,7,2,20,22,-1,1.959271799,0.430989583,0.126302083,0.358072917,0.726996528,0.072916667,-0.600694444,0.072916667,6,1.422201129,1.481719598,1.380232323,0.955958731,-0.600694444,0,0,0,0,0.454861111,0.407118056,0.106770833,0.145833333,0.331597222,0.384548611,0.806423611,0.647569444,1.5,54.75,22.84991667,"snickers","toblerone",0,6,1,-0.606818786107752,2.4529802995806,0
"2179",7,67,3,8,2,6,7,-1,1.308256886,0.823784722,0.677083333,0.66796875,0.583767361,0.155815972,0.093315972,0.155815972,8,1.230220647,0.922793485,0.979831029,1.247498239,0.093315972,6,0,0,0,0.831597222,0.815972222,0.672743056,0.681423611,0.608506944,0.727430556,0.517361111,0.650173611,1.5,54.75,22.84991667,"mandm","muesli",0,7,6,0.0380316782324647,-0.477930090831897,0
"2180",7,68,3,9,2,4,21,-1,1.054989685,0.373697917,0.563368056,0.415364583,0.067274306,-0.041666667,0.49609375,-0.041666667,4,1.40501911,1.14710707,1.896205737,1.072579881,0.49609375,0,0,0,0,0.327256944,0.420138889,0.6328125,0.493923611,0.453993056,0.376736111,0,0.134548611,1.5,54.75,22.84991667,"mikado","strawberries",0,4,8,-0.849903779529974,1.84874642327818,1
"2181",7,69,3,10,2,26,29,-1,0.668946016,0.526475694,0.588975694,0.719618056,0.123697917,-0.193142361,0.465277778,-0.193142361,1,1.433292335,1.497866808,1.556170414,0.988638856,0.465277778,0,0,0,0,0.639756944,0.413194444,0.622395833,0.555555556,0.825520833,0.613715278,0.065104167,0.182291667,1.5,54.75,22.84991667,"zucchini","sourcreamchips",0,1,8,0.328383199017755,1.6707356137745,1
"2182",7,70,3,11,2,31,3,1,1.383328645,0.670138889,0.799913194,0.669704861,0.668402778,0.000434028,0.131510417,0.000434028,5,1.28071952,1.063194632,1.47208674,1.696023009,0.131510417,7,0,0,0,0.672743056,0.667534722,0.723958333,0.875868056,0.725694444,0.613715278,0.732638889,0.604166667,1.5,54.75,22.84991667,"muffins","petitbeurre",1,5,7,-1.17064092449304,-0.257296970027082,1
"2183",7,71,3,12,2,20,2,1,1.494947837,0.430989583,0.126302083,0.51171875,0.615885417,-0.080729167,-0.489583333,-0.080729167,3,1.422201129,1.481719598,2.397115533,2.296748115,-0.489583333,0,0,0,0,0.454861111,0.407118056,0.106770833,0.145833333,0.4140625,0.609375,0.528645833,0.703125,1.5,54.75,22.84991667,"snickers","salad",1,3,1,-0.546047537752197,1.81113850358068,0
"2190",7,78,3,19,2,32,12,-1,2.197289641,0.799913194,0.007378472,0.860243056,0.499565972,-0.060329861,-0.4921875,-0.060329861,3,0.990037185,1.014613768,2.313387414,1.790100218,-0.4921875,0,0,0,0,0.892361111,0.707465278,0,0.014756944,0.881076389,0.839409722,0.602430556,0.396701389,1.5,54.75,22.84991667,"yogurt","pizza",0,4,1,-0.704728023026689,1.82618167261499,1
